
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	 x q[14]
Gate(  821)	 t q[11]
Gate(  822)	cx q[13], q[14]
Gate(  823)	cx q[11], q[13]
Gate(  824)	cx q[14], q[11]
Gate(  825)	tdg q[13]
Gate(  826)	cx q[14], q[13]
Gate(  827)	tdg q[14]
Gate(  828)	tdg q[13]
Gate(  829)	 t q[11]
Gate(  830)	cx q[11], q[13]
Gate(  831)	cx q[14], q[11]
Gate(  832)	cx q[13], q[14]
Gate(  833)	 h q[11]
Gate(  834)	 x q[14]
Gate(  835)	 x q[11]
Gate(  836)	 h q[6]
Gate(  837)	 t q[11]
Gate(  838)	 t q[10]
Gate(  839)	 t q[6]
Gate(  840)	cx q[10], q[11]
Gate(  841)	cx q[6], q[10]
Gate(  842)	cx q[11], q[6]
Gate(  843)	tdg q[10]
Gate(  844)	cx q[11], q[10]
Gate(  845)	tdg q[11]
Gate(  846)	tdg q[10]
Gate(  847)	 t q[6]
Gate(  848)	cx q[6], q[10]
Gate(  849)	cx q[11], q[6]
Gate(  850)	cx q[10], q[11]
Gate(  851)	 h q[6]
Gate(  852)	 h q[10]
Gate(  853)	 t q[12]
Gate(  854)	 t q[9]
Gate(  855)	 t q[10]
Gate(  856)	cx q[9], q[12]
Gate(  857)	cx q[10], q[9]
Gate(  858)	cx q[12], q[10]
Gate(  859)	tdg q[9]
Gate(  860)	cx q[12], q[9]
Gate(  861)	tdg q[12]
Gate(  862)	tdg q[9]
Gate(  863)	 t q[10]
Gate(  864)	cx q[10], q[9]
Gate(  865)	cx q[12], q[10]
Gate(  866)	cx q[9], q[12]
Gate(  867)	 h q[10]
Gate(  868)	 h q[9]
Gate(  869)	 t q[14]
Gate(  870)	 t q[13]
Gate(  871)	 t q[9]
Gate(  872)	cx q[13], q[14]
Gate(  873)	cx q[9], q[13]
Gate(  874)	cx q[14], q[9]
Gate(  875)	tdg q[13]
Gate(  876)	cx q[14], q[13]
Gate(  877)	tdg q[14]
Gate(  878)	tdg q[13]
Gate(  879)	 t q[9]
Gate(  880)	cx q[9], q[13]
Gate(  881)	cx q[14], q[9]
Gate(  882)	cx q[13], q[14]
Gate(  883)	 h q[9]
Gate(  884)	 h q[10]
Gate(  885)	 t q[12]
Gate(  886)	 t q[9]
Gate(  887)	 t q[10]
Gate(  888)	cx q[9], q[12]
Gate(  889)	cx q[10], q[9]
Gate(  890)	cx q[12], q[10]
Gate(  891)	tdg q[9]
Gate(  892)	cx q[12], q[9]
Gate(  893)	tdg q[12]
Gate(  894)	tdg q[9]
Gate(  895)	 t q[10]
Gate(  896)	cx q[10], q[9]
Gate(  897)	cx q[12], q[10]
Gate(  898)	cx q[9], q[12]
Gate(  899)	 h q[10]
Gate(  900)	 h q[6]
Gate(  901)	 t q[11]
Gate(  902)	 t q[10]
Gate(  903)	 t q[6]
Gate(  904)	cx q[10], q[11]
Gate(  905)	cx q[6], q[10]
Gate(  906)	cx q[11], q[6]
Gate(  907)	tdg q[10]
Gate(  908)	cx q[11], q[10]
Gate(  909)	tdg q[11]
Gate(  910)	tdg q[10]
Gate(  911)	 t q[6]
Gate(  912)	cx q[6], q[10]
Gate(  913)	cx q[11], q[6]
Gate(  914)	cx q[10], q[11]
Gate(  915)	 h q[6]
Gate(  916)	 h q[10]
Gate(  917)	 t q[12]
Gate(  918)	 t q[9]
Gate(  919)	 t q[10]
Gate(  920)	cx q[9], q[12]
Gate(  921)	cx q[10], q[9]
Gate(  922)	cx q[12], q[10]
Gate(  923)	tdg q[9]
Gate(  924)	cx q[12], q[9]
Gate(  925)	tdg q[12]
Gate(  926)	tdg q[9]
Gate(  927)	 t q[10]
Gate(  928)	cx q[10], q[9]
Gate(  929)	cx q[12], q[10]
Gate(  930)	cx q[9], q[12]
Gate(  931)	 h q[10]
Gate(  932)	 h q[9]
Gate(  933)	 t q[14]
Gate(  934)	 t q[13]
Gate(  935)	 t q[9]
Gate(  936)	cx q[13], q[14]
Gate(  937)	cx q[9], q[13]
Gate(  938)	cx q[14], q[9]
Gate(  939)	tdg q[13]
Gate(  940)	cx q[14], q[13]
Gate(  941)	tdg q[14]
Gate(  942)	tdg q[13]
Gate(  943)	 t q[9]
Gate(  944)	cx q[9], q[13]
Gate(  945)	cx q[14], q[9]
Gate(  946)	cx q[13], q[14]
Gate(  947)	 h q[9]
Gate(  948)	 h q[10]
Gate(  949)	 t q[12]
Gate(  950)	 t q[9]
Gate(  951)	 t q[10]
Gate(  952)	cx q[9], q[12]
Gate(  953)	cx q[10], q[9]
Gate(  954)	cx q[12], q[10]
Gate(  955)	tdg q[9]
Gate(  956)	cx q[12], q[9]
Gate(  957)	tdg q[12]
Gate(  958)	tdg q[9]
Gate(  959)	 t q[10]
Gate(  960)	cx q[10], q[9]
Gate(  961)	cx q[12], q[10]
Gate(  962)	cx q[9], q[12]
Gate(  963)	 h q[10]
Gate(  964)	 h q[3]
Gate(  965)	 t q[11]
Gate(  966)	 t q[10]
Gate(  967)	 t q[3]
Gate(  968)	cx q[10], q[11]
Gate(  969)	cx q[3], q[10]
Gate(  970)	cx q[11], q[3]
Gate(  971)	tdg q[10]
Gate(  972)	cx q[11], q[10]
Gate(  973)	tdg q[11]
Gate(  974)	tdg q[10]
Gate(  975)	 t q[3]
Gate(  976)	cx q[3], q[10]
Gate(  977)	cx q[11], q[3]
Gate(  978)	cx q[10], q[11]
Gate(  979)	 h q[3]
Gate(  980)	 h q[10]
Gate(  981)	 t q[12]
Gate(  982)	 t q[9]
Gate(  983)	 t q[10]
Gate(  984)	cx q[9], q[12]
Gate(  985)	cx q[10], q[9]
Gate(  986)	cx q[12], q[10]
Gate(  987)	tdg q[9]
Gate(  988)	cx q[12], q[9]
Gate(  989)	tdg q[12]
Gate(  990)	tdg q[9]
Gate(  991)	 t q[10]
Gate(  992)	cx q[10], q[9]
Gate(  993)	cx q[12], q[10]
Gate(  994)	cx q[9], q[12]
Gate(  995)	 h q[10]
Gate(  996)	 h q[9]
Gate(  997)	 t q[14]
Gate(  998)	 t q[13]
Gate(  999)	 t q[9]
Gate( 1000)	cx q[13], q[14]
Gate( 1001)	cx q[9], q[13]
Gate( 1002)	cx q[14], q[9]
Gate( 1003)	tdg q[13]
Gate( 1004)	cx q[14], q[13]
Gate( 1005)	tdg q[14]
Gate( 1006)	tdg q[13]
Gate( 1007)	 t q[9]
Gate( 1008)	cx q[9], q[13]
Gate( 1009)	cx q[14], q[9]
Gate( 1010)	cx q[13], q[14]
Gate( 1011)	 h q[9]
Gate( 1012)	 h q[10]
Gate( 1013)	 t q[12]
Gate( 1014)	 t q[9]
Gate( 1015)	 t q[10]
Gate( 1016)	cx q[9], q[12]
Gate( 1017)	cx q[10], q[9]
Gate( 1018)	cx q[12], q[10]
Gate( 1019)	tdg q[9]
Gate( 1020)	cx q[12], q[9]
Gate( 1021)	tdg q[12]
Gate( 1022)	tdg q[9]
Gate( 1023)	 t q[10]
Gate( 1024)	cx q[10], q[9]
Gate( 1025)	cx q[12], q[10]
Gate( 1026)	cx q[9], q[12]
Gate( 1027)	 h q[10]
Gate( 1028)	 h q[3]
Gate( 1029)	 t q[11]
Gate( 1030)	 t q[10]
Gate( 1031)	 t q[3]
Gate( 1032)	cx q[10], q[11]
Gate( 1033)	cx q[3], q[10]
Gate( 1034)	cx q[11], q[3]
Gate( 1035)	tdg q[10]
Gate( 1036)	cx q[11], q[10]
Gate( 1037)	tdg q[11]
Gate( 1038)	tdg q[10]
Gate( 1039)	 t q[3]
Gate( 1040)	cx q[3], q[10]
Gate( 1041)	cx q[11], q[3]
Gate( 1042)	cx q[10], q[11]
Gate( 1043)	 h q[3]
Gate( 1044)	 h q[10]
Gate( 1045)	 t q[12]
Gate( 1046)	 t q[9]
Gate( 1047)	 t q[10]
Gate( 1048)	cx q[9], q[12]
Gate( 1049)	cx q[10], q[9]
Gate( 1050)	cx q[12], q[10]
Gate( 1051)	tdg q[9]
Gate( 1052)	cx q[12], q[9]
Gate( 1053)	tdg q[12]
Gate( 1054)	tdg q[9]
Gate( 1055)	 t q[10]
Gate( 1056)	cx q[10], q[9]
Gate( 1057)	cx q[12], q[10]
Gate( 1058)	cx q[9], q[12]
Gate( 1059)	 h q[10]
Gate( 1060)	 h q[9]
Gate( 1061)	 t q[14]
Gate( 1062)	 t q[13]
Gate( 1063)	 t q[9]
Gate( 1064)	cx q[13], q[14]
Gate( 1065)	cx q[9], q[13]
Gate( 1066)	cx q[14], q[9]
Gate( 1067)	tdg q[13]
Gate( 1068)	cx q[14], q[13]
Gate( 1069)	tdg q[14]
Gate( 1070)	tdg q[13]
Gate( 1071)	 t q[9]
Gate( 1072)	cx q[9], q[13]
Gate( 1073)	cx q[14], q[9]
Gate( 1074)	cx q[13], q[14]
Gate( 1075)	 h q[9]
Gate( 1076)	 h q[10]
Gate( 1077)	 t q[12]
Gate( 1078)	 t q[9]
Gate( 1079)	 t q[10]
Gate( 1080)	cx q[9], q[12]
Gate( 1081)	cx q[10], q[9]
Gate( 1082)	cx q[12], q[10]
Gate( 1083)	tdg q[9]
Gate( 1084)	cx q[12], q[9]
Gate( 1085)	tdg q[12]
Gate( 1086)	tdg q[9]
Gate( 1087)	 t q[10]
Gate( 1088)	cx q[10], q[9]
Gate( 1089)	cx q[12], q[10]
Gate( 1090)	cx q[9], q[12]
Gate( 1091)	 h q[10]
Gate( 1092)	 h q[2]
Gate( 1093)	 t q[11]
Gate( 1094)	 t q[10]
Gate( 1095)	 t q[2]
Gate( 1096)	cx q[10], q[11]
Gate( 1097)	cx q[2], q[10]
Gate( 1098)	cx q[11], q[2]
Gate( 1099)	tdg q[10]
Gate( 1100)	cx q[11], q[10]
Gate( 1101)	tdg q[11]
Gate( 1102)	tdg q[10]
Gate( 1103)	 t q[2]
Gate( 1104)	cx q[2], q[10]
Gate( 1105)	cx q[11], q[2]
Gate( 1106)	cx q[10], q[11]
Gate( 1107)	 h q[2]
Gate( 1108)	 h q[10]
Gate( 1109)	 t q[12]
Gate( 1110)	 t q[9]
Gate( 1111)	 t q[10]
Gate( 1112)	cx q[9], q[12]
Gate( 1113)	cx q[10], q[9]
Gate( 1114)	cx q[12], q[10]
Gate( 1115)	tdg q[9]
Gate( 1116)	cx q[12], q[9]
Gate( 1117)	tdg q[12]
Gate( 1118)	tdg q[9]
Gate( 1119)	 t q[10]
Gate( 1120)	cx q[10], q[9]
Gate( 1121)	cx q[12], q[10]
Gate( 1122)	cx q[9], q[12]
Gate( 1123)	 h q[10]
Gate( 1124)	 h q[9]
Gate( 1125)	 t q[14]
Gate( 1126)	 t q[13]
Gate( 1127)	 t q[9]
Gate( 1128)	cx q[13], q[14]
Gate( 1129)	cx q[9], q[13]
Gate( 1130)	cx q[14], q[9]
Gate( 1131)	tdg q[13]
Gate( 1132)	cx q[14], q[13]
Gate( 1133)	tdg q[14]
Gate( 1134)	tdg q[13]
Gate( 1135)	 t q[9]
Gate( 1136)	cx q[9], q[13]
Gate( 1137)	cx q[14], q[9]
Gate( 1138)	cx q[13], q[14]
Gate( 1139)	 h q[9]
Gate( 1140)	 h q[10]
Gate( 1141)	 t q[12]
Gate( 1142)	 t q[9]
Gate( 1143)	 t q[10]
Gate( 1144)	cx q[9], q[12]
Gate( 1145)	cx q[10], q[9]
Gate( 1146)	cx q[12], q[10]
Gate( 1147)	tdg q[9]
Gate( 1148)	cx q[12], q[9]
Gate( 1149)	tdg q[12]
Gate( 1150)	tdg q[9]
Gate( 1151)	 t q[10]
Gate( 1152)	cx q[10], q[9]
Gate( 1153)	cx q[12], q[10]
Gate( 1154)	cx q[9], q[12]
Gate( 1155)	 h q[10]
Gate( 1156)	 h q[2]
Gate( 1157)	 t q[11]
Gate( 1158)	 t q[10]
Gate( 1159)	 t q[2]
Gate( 1160)	cx q[10], q[11]
Gate( 1161)	cx q[2], q[10]
Gate( 1162)	cx q[11], q[2]
Gate( 1163)	tdg q[10]
Gate( 1164)	cx q[11], q[10]
Gate( 1165)	tdg q[11]
Gate( 1166)	tdg q[10]
Gate( 1167)	 t q[2]
Gate( 1168)	cx q[2], q[10]
Gate( 1169)	cx q[11], q[2]
Gate( 1170)	cx q[10], q[11]
Gate( 1171)	 h q[2]
Gate( 1172)	 h q[10]
Gate( 1173)	 t q[12]
Gate( 1174)	 t q[9]
Gate( 1175)	 t q[10]
Gate( 1176)	cx q[9], q[12]
Gate( 1177)	cx q[10], q[9]
Gate( 1178)	cx q[12], q[10]
Gate( 1179)	tdg q[9]
Gate( 1180)	cx q[12], q[9]
Gate( 1181)	tdg q[12]
Gate( 1182)	tdg q[9]
Gate( 1183)	 t q[10]
Gate( 1184)	cx q[10], q[9]
Gate( 1185)	cx q[12], q[10]
Gate( 1186)	cx q[9], q[12]
Gate( 1187)	 h q[10]
Gate( 1188)	 h q[9]
Gate( 1189)	 t q[14]
Gate( 1190)	 t q[13]
Gate( 1191)	 t q[9]
Gate( 1192)	cx q[13], q[14]
Gate( 1193)	cx q[9], q[13]
Gate( 1194)	cx q[14], q[9]
Gate( 1195)	tdg q[13]
Gate( 1196)	cx q[14], q[13]
Gate( 1197)	tdg q[14]
Gate( 1198)	tdg q[13]
Gate( 1199)	 t q[9]
Gate( 1200)	cx q[9], q[13]
Gate( 1201)	cx q[14], q[9]
Gate( 1202)	cx q[13], q[14]
Gate( 1203)	 h q[9]
Gate( 1204)	 h q[10]
Gate( 1205)	 t q[12]
Gate( 1206)	 t q[9]
Gate( 1207)	 t q[10]
Gate( 1208)	cx q[9], q[12]
Gate( 1209)	cx q[10], q[9]
Gate( 1210)	cx q[12], q[10]
Gate( 1211)	tdg q[9]
Gate( 1212)	cx q[12], q[9]
Gate( 1213)	tdg q[12]
Gate( 1214)	tdg q[9]
Gate( 1215)	 t q[10]
Gate( 1216)	cx q[10], q[9]
Gate( 1217)	cx q[12], q[10]
Gate( 1218)	cx q[9], q[12]
Gate( 1219)	 h q[10]
Gate( 1220)	 h q[1]
Gate( 1221)	 t q[11]
Gate( 1222)	 t q[10]
Gate( 1223)	 t q[1]
Gate( 1224)	cx q[10], q[11]
Gate( 1225)	cx q[1], q[10]
Gate( 1226)	cx q[11], q[1]
Gate( 1227)	tdg q[10]
Gate( 1228)	cx q[11], q[10]
Gate( 1229)	tdg q[11]
Gate( 1230)	tdg q[10]
Gate( 1231)	 t q[1]
Gate( 1232)	cx q[1], q[10]
Gate( 1233)	cx q[11], q[1]
Gate( 1234)	cx q[10], q[11]
Gate( 1235)	 h q[1]
Gate( 1236)	 h q[10]
Gate( 1237)	 t q[12]
Gate( 1238)	 t q[9]
Gate( 1239)	 t q[10]
Gate( 1240)	cx q[9], q[12]
Gate( 1241)	cx q[10], q[9]
Gate( 1242)	cx q[12], q[10]
Gate( 1243)	tdg q[9]
Gate( 1244)	cx q[12], q[9]
Gate( 1245)	tdg q[12]
Gate( 1246)	tdg q[9]
Gate( 1247)	 t q[10]
Gate( 1248)	cx q[10], q[9]
Gate( 1249)	cx q[12], q[10]
Gate( 1250)	cx q[9], q[12]
Gate( 1251)	 h q[10]
Gate( 1252)	 h q[9]
Gate( 1253)	 t q[14]
Gate( 1254)	 t q[13]
Gate( 1255)	 t q[9]
Gate( 1256)	cx q[13], q[14]
Gate( 1257)	cx q[9], q[13]
Gate( 1258)	cx q[14], q[9]
Gate( 1259)	tdg q[13]
Gate( 1260)	cx q[14], q[13]
Gate( 1261)	tdg q[14]
Gate( 1262)	tdg q[13]
Gate( 1263)	 t q[9]
Gate( 1264)	cx q[9], q[13]
Gate( 1265)	cx q[14], q[9]
Gate( 1266)	cx q[13], q[14]
Gate( 1267)	 h q[9]
Gate( 1268)	 h q[10]
Gate( 1269)	 t q[12]
Gate( 1270)	 t q[9]
Gate( 1271)	 t q[10]
Gate( 1272)	cx q[9], q[12]
Gate( 1273)	cx q[10], q[9]
Gate( 1274)	cx q[12], q[10]
Gate( 1275)	tdg q[9]
Gate( 1276)	cx q[12], q[9]
Gate( 1277)	tdg q[12]
Gate( 1278)	tdg q[9]
Gate( 1279)	 t q[10]
Gate( 1280)	cx q[10], q[9]
Gate( 1281)	cx q[12], q[10]
Gate( 1282)	cx q[9], q[12]
Gate( 1283)	 h q[10]
Gate( 1284)	 h q[1]
Gate( 1285)	 t q[11]
Gate( 1286)	 t q[10]
Gate( 1287)	 t q[1]
Gate( 1288)	cx q[10], q[11]
Gate( 1289)	cx q[1], q[10]
Gate( 1290)	cx q[11], q[1]
Gate( 1291)	tdg q[10]
Gate( 1292)	cx q[11], q[10]
Gate( 1293)	tdg q[11]
Gate( 1294)	tdg q[10]
Gate( 1295)	 t q[1]
Gate( 1296)	cx q[1], q[10]
Gate( 1297)	cx q[11], q[1]
Gate( 1298)	cx q[10], q[11]
Gate( 1299)	 h q[1]
Gate( 1300)	 h q[10]
Gate( 1301)	 t q[12]
Gate( 1302)	 t q[9]
Gate( 1303)	 t q[10]
Gate( 1304)	cx q[9], q[12]
Gate( 1305)	cx q[10], q[9]
Gate( 1306)	cx q[12], q[10]
Gate( 1307)	tdg q[9]
Gate( 1308)	cx q[12], q[9]
Gate( 1309)	tdg q[12]
Gate( 1310)	tdg q[9]
Gate( 1311)	 t q[10]
Gate( 1312)	cx q[10], q[9]
Gate( 1313)	cx q[12], q[10]
Gate( 1314)	cx q[9], q[12]
Gate( 1315)	 h q[10]
Gate( 1316)	 h q[9]
Gate( 1317)	 t q[14]
Gate( 1318)	 t q[13]
Gate( 1319)	 t q[9]
Gate( 1320)	cx q[13], q[14]
Gate( 1321)	cx q[9], q[13]
Gate( 1322)	cx q[14], q[9]
Gate( 1323)	tdg q[13]
Gate( 1324)	cx q[14], q[13]
Gate( 1325)	tdg q[14]
Gate( 1326)	tdg q[13]
Gate( 1327)	 t q[9]
Gate( 1328)	cx q[9], q[13]
Gate( 1329)	cx q[14], q[9]
Gate( 1330)	cx q[13], q[14]
Gate( 1331)	 h q[9]
Gate( 1332)	 h q[10]
Gate( 1333)	 t q[12]
Gate( 1334)	 t q[9]
Gate( 1335)	 t q[10]
Gate( 1336)	cx q[9], q[12]
Gate( 1337)	cx q[10], q[9]
Gate( 1338)	cx q[12], q[10]
Gate( 1339)	tdg q[9]
Gate( 1340)	cx q[12], q[9]
Gate( 1341)	tdg q[12]
Gate( 1342)	tdg q[9]
Gate( 1343)	 t q[10]
Gate( 1344)	cx q[10], q[9]
Gate( 1345)	cx q[12], q[10]
Gate( 1346)	cx q[9], q[12]
Gate( 1347)	 h q[10]
Gate( 1348)	 h q[0]
Gate( 1349)	 t q[11]
Gate( 1350)	 t q[10]
Gate( 1351)	 t q[0]
Gate( 1352)	cx q[10], q[11]
Gate( 1353)	cx q[0], q[10]
Gate( 1354)	cx q[11], q[0]
Gate( 1355)	tdg q[10]
Gate( 1356)	cx q[11], q[10]
Gate( 1357)	tdg q[11]
Gate( 1358)	tdg q[10]
Gate( 1359)	 t q[0]
Gate( 1360)	cx q[0], q[10]
Gate( 1361)	cx q[11], q[0]
Gate( 1362)	cx q[10], q[11]
Gate( 1363)	 h q[0]
Gate( 1364)	 h q[10]
Gate( 1365)	 t q[12]
Gate( 1366)	 t q[9]
Gate( 1367)	 t q[10]
Gate( 1368)	cx q[9], q[12]
Gate( 1369)	cx q[10], q[9]
Gate( 1370)	cx q[12], q[10]
Gate( 1371)	tdg q[9]
Gate( 1372)	cx q[12], q[9]
Gate( 1373)	tdg q[12]
Gate( 1374)	tdg q[9]
Gate( 1375)	 t q[10]
Gate( 1376)	cx q[10], q[9]
Gate( 1377)	cx q[12], q[10]
Gate( 1378)	cx q[9], q[12]
Gate( 1379)	 h q[10]
Gate( 1380)	 h q[9]
Gate( 1381)	 t q[14]
Gate( 1382)	 t q[13]
Gate( 1383)	 t q[9]
Gate( 1384)	cx q[13], q[14]
Gate( 1385)	cx q[9], q[13]
Gate( 1386)	cx q[14], q[9]
Gate( 1387)	tdg q[13]
Gate( 1388)	cx q[14], q[13]
Gate( 1389)	tdg q[14]
Gate( 1390)	tdg q[13]
Gate( 1391)	 t q[9]
Gate( 1392)	cx q[9], q[13]
Gate( 1393)	cx q[14], q[9]
Gate( 1394)	cx q[13], q[14]
Gate( 1395)	 h q[9]
Gate( 1396)	 h q[10]
Gate( 1397)	 t q[12]
Gate( 1398)	 t q[9]
Gate( 1399)	 t q[10]
Gate( 1400)	cx q[9], q[12]
Gate( 1401)	cx q[10], q[9]
Gate( 1402)	cx q[12], q[10]
Gate( 1403)	tdg q[9]
Gate( 1404)	cx q[12], q[9]
Gate( 1405)	tdg q[12]
Gate( 1406)	tdg q[9]
Gate( 1407)	 t q[10]
Gate( 1408)	cx q[10], q[9]
Gate( 1409)	cx q[12], q[10]
Gate( 1410)	cx q[9], q[12]
Gate( 1411)	 h q[10]
Gate( 1412)	 h q[0]
Gate( 1413)	 t q[11]
Gate( 1414)	 t q[10]
Gate( 1415)	 t q[0]
Gate( 1416)	cx q[10], q[11]
Gate( 1417)	cx q[0], q[10]
Gate( 1418)	cx q[11], q[0]
Gate( 1419)	tdg q[10]
Gate( 1420)	cx q[11], q[10]
Gate( 1421)	tdg q[11]
Gate( 1422)	tdg q[10]
Gate( 1423)	 t q[0]
Gate( 1424)	cx q[0], q[10]
Gate( 1425)	cx q[11], q[0]
Gate( 1426)	cx q[10], q[11]
Gate( 1427)	 h q[0]
Gate( 1428)	 h q[10]
Gate( 1429)	 t q[12]
Gate( 1430)	 t q[9]
Gate( 1431)	 t q[10]
Gate( 1432)	cx q[9], q[12]
Gate( 1433)	cx q[10], q[9]
Gate( 1434)	cx q[12], q[10]
Gate( 1435)	tdg q[9]
Gate( 1436)	cx q[12], q[9]
Gate( 1437)	tdg q[12]
Gate( 1438)	tdg q[9]
Gate( 1439)	 t q[10]
Gate( 1440)	cx q[10], q[9]
Gate( 1441)	cx q[12], q[10]
Gate( 1442)	cx q[9], q[12]
Gate( 1443)	 h q[10]
Gate( 1444)	 h q[9]
Gate( 1445)	 t q[14]
Gate( 1446)	 t q[13]
Gate( 1447)	 t q[9]
Gate( 1448)	cx q[13], q[14]
Gate( 1449)	cx q[9], q[13]
Gate( 1450)	cx q[14], q[9]
Gate( 1451)	tdg q[13]
Gate( 1452)	cx q[14], q[13]
Gate( 1453)	tdg q[14]
Gate( 1454)	tdg q[13]
Gate( 1455)	 t q[9]
Gate( 1456)	cx q[9], q[13]
Gate( 1457)	cx q[14], q[9]
Gate( 1458)	cx q[13], q[14]
Gate( 1459)	 h q[9]
Gate( 1460)	 h q[10]
Gate( 1461)	 t q[12]
Gate( 1462)	 t q[9]
Gate( 1463)	 t q[10]
Gate( 1464)	cx q[9], q[12]
Gate( 1465)	cx q[10], q[9]
Gate( 1466)	cx q[12], q[10]
Gate( 1467)	tdg q[9]
Gate( 1468)	cx q[12], q[9]
Gate( 1469)	tdg q[12]
Gate( 1470)	tdg q[9]
Gate( 1471)	 t q[10]
Gate( 1472)	cx q[10], q[9]
Gate( 1473)	cx q[12], q[10]
Gate( 1474)	cx q[9], q[12]
Gate( 1475)	 h q[10]
Gate( 1476)	 x q[14]
Gate( 1477)	 h q[5]
Gate( 1478)	 t q[9]
Gate( 1479)	 t q[10]
Gate( 1480)	 t q[5]
Gate( 1481)	cx q[10], q[9]
Gate( 1482)	cx q[5], q[10]
Gate( 1483)	cx q[9], q[5]
Gate( 1484)	tdg q[10]
Gate( 1485)	cx q[9], q[10]
Gate( 1486)	tdg q[9]
Gate( 1487)	tdg q[10]
Gate( 1488)	 t q[5]
Gate( 1489)	cx q[5], q[10]
Gate( 1490)	cx q[9], q[5]
Gate( 1491)	cx q[10], q[9]
Gate( 1492)	 h q[5]
Gate( 1493)	 h q[10]
Gate( 1494)	 t q[11]
Gate( 1495)	 t q[8]
Gate( 1496)	 t q[10]
Gate( 1497)	cx q[8], q[11]
Gate( 1498)	cx q[10], q[8]
Gate( 1499)	cx q[11], q[10]
Gate( 1500)	tdg q[8]
Gate( 1501)	cx q[11], q[8]
Gate( 1502)	tdg q[11]
Gate( 1503)	tdg q[8]
Gate( 1504)	 t q[10]
Gate( 1505)	cx q[10], q[8]
Gate( 1506)	cx q[11], q[10]
Gate( 1507)	cx q[8], q[11]
Gate( 1508)	 h q[10]
Gate( 1509)	 h q[8]
Gate( 1510)	 t q[12]
Gate( 1511)	 t q[7]
Gate( 1512)	 t q[8]
Gate( 1513)	cx q[7], q[12]
Gate( 1514)	cx q[8], q[7]
Gate( 1515)	cx q[12], q[8]
Gate( 1516)	tdg q[7]
Gate( 1517)	cx q[12], q[7]
Gate( 1518)	tdg q[12]
Gate( 1519)	tdg q[7]
Gate( 1520)	 t q[8]
Gate( 1521)	cx q[8], q[7]
Gate( 1522)	cx q[12], q[8]
Gate( 1523)	cx q[7], q[12]
Gate( 1524)	 h q[8]
Gate( 1525)	 h q[7]
Gate( 1526)	 t q[14]
Gate( 1527)	 t q[13]
Gate( 1528)	 t q[7]
Gate( 1529)	cx q[13], q[14]
Gate( 1530)	cx q[7], q[13]
Gate( 1531)	cx q[14], q[7]
Gate( 1532)	tdg q[13]
Gate( 1533)	cx q[14], q[13]
Gate( 1534)	tdg q[14]
Gate( 1535)	tdg q[13]
Gate( 1536)	 t q[7]
Gate( 1537)	cx q[7], q[13]
Gate( 1538)	cx q[14], q[7]
Gate( 1539)	cx q[13], q[14]
Gate( 1540)	 h q[7]
Gate( 1541)	 h q[8]
Gate( 1542)	 t q[12]
Gate( 1543)	 t q[7]
Gate( 1544)	 t q[8]
Gate( 1545)	cx q[7], q[12]
Gate( 1546)	cx q[8], q[7]
Gate( 1547)	cx q[12], q[8]
Gate( 1548)	tdg q[7]
Gate( 1549)	cx q[12], q[7]
Gate( 1550)	tdg q[12]
Gate( 1551)	tdg q[7]
Gate( 1552)	 t q[8]
Gate( 1553)	cx q[8], q[7]
Gate( 1554)	cx q[12], q[8]
Gate( 1555)	cx q[7], q[12]
Gate( 1556)	 h q[8]
Gate( 1557)	 h q[10]
Gate( 1558)	 t q[11]
Gate( 1559)	 t q[8]
Gate( 1560)	 t q[10]
Gate( 1561)	cx q[8], q[11]
Gate( 1562)	cx q[10], q[8]
Gate( 1563)	cx q[11], q[10]
Gate( 1564)	tdg q[8]
Gate( 1565)	cx q[11], q[8]
Gate( 1566)	tdg q[11]
Gate( 1567)	tdg q[8]
Gate( 1568)	 t q[10]
Gate( 1569)	cx q[10], q[8]
Gate( 1570)	cx q[11], q[10]
Gate( 1571)	cx q[8], q[11]
Gate( 1572)	 h q[10]
Gate( 1573)	 h q[5]
Gate( 1574)	 t q[9]
Gate( 1575)	 t q[10]
Gate( 1576)	 t q[5]
Gate( 1577)	cx q[10], q[9]
Gate( 1578)	cx q[5], q[10]
Gate( 1579)	cx q[9], q[5]
Gate( 1580)	tdg q[10]
Gate( 1581)	cx q[9], q[10]
Gate( 1582)	tdg q[9]
Gate( 1583)	tdg q[10]
Gate( 1584)	 t q[5]
Gate( 1585)	cx q[5], q[10]
Gate( 1586)	cx q[9], q[5]
Gate( 1587)	cx q[10], q[9]
Gate( 1588)	 h q[5]
Gate( 1589)	 h q[10]
Gate( 1590)	 t q[11]
Gate( 1591)	 t q[8]
Gate( 1592)	 t q[10]
Gate( 1593)	cx q[8], q[11]
Gate( 1594)	cx q[10], q[8]
Gate( 1595)	cx q[11], q[10]
Gate( 1596)	tdg q[8]
Gate( 1597)	cx q[11], q[8]
Gate( 1598)	tdg q[11]
Gate( 1599)	tdg q[8]
Gate( 1600)	 t q[10]
Gate( 1601)	cx q[10], q[8]
Gate( 1602)	cx q[11], q[10]
Gate( 1603)	cx q[8], q[11]
Gate( 1604)	 h q[10]
Gate( 1605)	 h q[8]
Gate( 1606)	 t q[12]
Gate( 1607)	 t q[7]
