
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	 x q[5]
Gate( 2779)	cx q[8], q[9]
Gate( 2780)	cx q[6], q[8]
Gate( 2781)	cx q[9], q[6]
Gate( 2782)	tdg q[8]
Gate( 2783)	cx q[9], q[8]
Gate( 2784)	tdg q[9]
Gate( 2785)	tdg q[8]
Gate( 2786)	 t q[6]
Gate( 2787)	cx q[6], q[8]
Gate( 2788)	cx q[9], q[6]
Gate( 2789)	cx q[8], q[9]
Gate( 2790)	 h q[6]
Gate( 2791)	 h q[1]
Gate( 2792)	 t q[7]
Gate( 2793)	 t q[6]
Gate( 2794)	 t q[1]
Gate( 2795)	cx q[6], q[7]
Gate( 2796)	cx q[1], q[6]
Gate( 2797)	cx q[7], q[1]
Gate( 2798)	tdg q[6]
Gate( 2799)	cx q[7], q[6]
Gate( 2800)	tdg q[7]
Gate( 2801)	tdg q[6]
Gate( 2802)	 t q[1]
Gate( 2803)	cx q[1], q[6]
Gate( 2804)	cx q[7], q[1]
Gate( 2805)	cx q[6], q[7]
Gate( 2806)	 h q[1]
Gate( 2807)	 h q[6]
Gate( 2808)	 t q[9]
Gate( 2809)	 t q[8]
Gate( 2810)	 t q[6]
Gate( 2811)	cx q[8], q[9]
Gate( 2812)	cx q[6], q[8]
Gate( 2813)	cx q[9], q[6]
Gate( 2814)	tdg q[8]
Gate( 2815)	cx q[9], q[8]
Gate( 2816)	tdg q[9]
Gate( 2817)	tdg q[8]
Gate( 2818)	 t q[6]
Gate( 2819)	cx q[6], q[8]
Gate( 2820)	cx q[9], q[6]
Gate( 2821)	cx q[8], q[9]
Gate( 2822)	 h q[6]
Gate( 2823)	 h q[0]
Gate( 2824)	 t q[1]
Gate( 2825)	 t q[9]
Gate( 2826)	 t q[0]
Gate( 2827)	cx q[9], q[1]
Gate( 2828)	cx q[0], q[9]
Gate( 2829)	cx q[1], q[0]
Gate( 2830)	tdg q[9]
Gate( 2831)	cx q[1], q[9]
Gate( 2832)	tdg q[1]
Gate( 2833)	tdg q[9]
Gate( 2834)	 t q[0]
Gate( 2835)	cx q[0], q[9]
Gate( 2836)	cx q[1], q[0]
Gate( 2837)	cx q[9], q[1]
Gate( 2838)	 h q[0]
Gate( 2839)	 h q[9]
Gate( 2840)	 t q[3]
Gate( 2841)	 t q[8]
Gate( 2842)	 t q[9]
Gate( 2843)	cx q[8], q[3]
Gate( 2844)	cx q[9], q[8]
Gate( 2845)	cx q[3], q[9]
Gate( 2846)	tdg q[8]
Gate( 2847)	cx q[3], q[8]
Gate( 2848)	tdg q[3]
Gate( 2849)	tdg q[8]
Gate( 2850)	 t q[9]
Gate( 2851)	cx q[9], q[8]
Gate( 2852)	cx q[3], q[9]
Gate( 2853)	cx q[8], q[3]
Gate( 2854)	 h q[9]
Gate( 2855)	 h q[8]
Gate( 2856)	 t q[6]
Gate( 2857)	 t q[4]
Gate( 2858)	 t q[8]
Gate( 2859)	cx q[4], q[6]
Gate( 2860)	cx q[8], q[4]
Gate( 2861)	cx q[6], q[8]
Gate( 2862)	tdg q[4]
Gate( 2863)	cx q[6], q[4]
Gate( 2864)	tdg q[6]
Gate( 2865)	tdg q[4]
Gate( 2866)	 t q[8]
Gate( 2867)	cx q[8], q[4]
Gate( 2868)	cx q[6], q[8]
Gate( 2869)	cx q[4], q[6]
Gate( 2870)	 h q[8]
Gate( 2871)	 h q[9]
Gate( 2872)	 t q[3]
Gate( 2873)	 t q[8]
Gate( 2874)	 t q[9]
Gate( 2875)	cx q[8], q[3]
Gate( 2876)	cx q[9], q[8]
Gate( 2877)	cx q[3], q[9]
Gate( 2878)	tdg q[8]
Gate( 2879)	cx q[3], q[8]
Gate( 2880)	tdg q[3]
Gate( 2881)	tdg q[8]
Gate( 2882)	 t q[9]
Gate( 2883)	cx q[9], q[8]
Gate( 2884)	cx q[3], q[9]
Gate( 2885)	cx q[8], q[3]
Gate( 2886)	 h q[9]
Gate( 2887)	 h q[0]
Gate( 2888)	 t q[1]
Gate( 2889)	 t q[9]
Gate( 2890)	 t q[0]
Gate( 2891)	cx q[9], q[1]
Gate( 2892)	cx q[0], q[9]
Gate( 2893)	cx q[1], q[0]
Gate( 2894)	tdg q[9]
Gate( 2895)	cx q[1], q[9]
Gate( 2896)	tdg q[1]
Gate( 2897)	tdg q[9]
Gate( 2898)	 t q[0]
Gate( 2899)	cx q[0], q[9]
Gate( 2900)	cx q[1], q[0]
Gate( 2901)	cx q[9], q[1]
Gate( 2902)	 h q[0]
Gate( 2903)	 h q[9]
Gate( 2904)	 t q[3]
Gate( 2905)	 t q[8]
Gate( 2906)	 t q[9]
Gate( 2907)	cx q[8], q[3]
Gate( 2908)	cx q[9], q[8]
Gate( 2909)	cx q[3], q[9]
Gate( 2910)	tdg q[8]
Gate( 2911)	cx q[3], q[8]
Gate( 2912)	tdg q[3]
Gate( 2913)	tdg q[8]
Gate( 2914)	 t q[9]
Gate( 2915)	cx q[9], q[8]
Gate( 2916)	cx q[3], q[9]
Gate( 2917)	cx q[8], q[3]
Gate( 2918)	 h q[9]
Gate( 2919)	 h q[8]
Gate( 2920)	 t q[6]
Gate( 2921)	 t q[4]
Gate( 2922)	 t q[8]
Gate( 2923)	cx q[4], q[6]
Gate( 2924)	cx q[8], q[4]
Gate( 2925)	cx q[6], q[8]
Gate( 2926)	tdg q[4]
Gate( 2927)	cx q[6], q[4]
Gate( 2928)	tdg q[6]
Gate( 2929)	tdg q[4]
Gate( 2930)	 t q[8]
Gate( 2931)	cx q[8], q[4]
Gate( 2932)	cx q[6], q[8]
Gate( 2933)	cx q[4], q[6]
Gate( 2934)	 h q[8]
Gate( 2935)	 h q[9]
Gate( 2936)	 t q[3]
Gate( 2937)	 t q[8]
Gate( 2938)	 t q[9]
Gate( 2939)	cx q[8], q[3]
Gate( 2940)	cx q[9], q[8]
Gate( 2941)	cx q[3], q[9]
Gate( 2942)	tdg q[8]
Gate( 2943)	cx q[3], q[8]
Gate( 2944)	tdg q[3]
Gate( 2945)	tdg q[8]
Gate( 2946)	 t q[9]
Gate( 2947)	cx q[9], q[8]
Gate( 2948)	cx q[3], q[9]
Gate( 2949)	cx q[8], q[3]
Gate( 2950)	 h q[9]
Gate( 2951)	 h q[0]
Gate( 2952)	 t q[4]
Gate( 2953)	 t q[8]
Gate( 2954)	 t q[0]
Gate( 2955)	cx q[8], q[4]
Gate( 2956)	cx q[0], q[8]
Gate( 2957)	cx q[4], q[0]
Gate( 2958)	tdg q[8]
Gate( 2959)	cx q[4], q[8]
Gate( 2960)	tdg q[4]
Gate( 2961)	tdg q[8]
Gate( 2962)	 t q[0]
Gate( 2963)	cx q[0], q[8]
Gate( 2964)	cx q[4], q[0]
Gate( 2965)	cx q[8], q[4]
Gate( 2966)	 h q[0]
Gate( 2967)	 h q[8]
Gate( 2968)	 t q[9]
Gate( 2969)	 t q[5]
Gate( 2970)	 t q[8]
Gate( 2971)	cx q[5], q[9]
Gate( 2972)	cx q[8], q[5]
Gate( 2973)	cx q[9], q[8]
Gate( 2974)	tdg q[5]
Gate( 2975)	cx q[9], q[5]
Gate( 2976)	tdg q[9]
Gate( 2977)	tdg q[5]
Gate( 2978)	 t q[8]
Gate( 2979)	cx q[8], q[5]
Gate( 2980)	cx q[9], q[8]
Gate( 2981)	cx q[5], q[9]
Gate( 2982)	 h q[8]
Gate( 2983)	 h q[0]
Gate( 2984)	 t q[4]
Gate( 2985)	 t q[8]
Gate( 2986)	 t q[0]
Gate( 2987)	cx q[8], q[4]
Gate( 2988)	cx q[0], q[8]
Gate( 2989)	cx q[4], q[0]
Gate( 2990)	tdg q[8]
Gate( 2991)	cx q[4], q[8]
Gate( 2992)	tdg q[4]
Gate( 2993)	tdg q[8]
Gate( 2994)	 t q[0]
Gate( 2995)	cx q[0], q[8]
Gate( 2996)	cx q[4], q[0]
Gate( 2997)	cx q[8], q[4]
Gate( 2998)	 h q[0]
Gate( 2999)	 h q[8]
Gate( 3000)	 t q[9]
Gate( 3001)	 t q[5]
Gate( 3002)	 t q[8]
Gate( 3003)	cx q[5], q[9]
Gate( 3004)	cx q[8], q[5]
Gate( 3005)	cx q[9], q[8]
Gate( 3006)	tdg q[5]
Gate( 3007)	cx q[9], q[5]
Gate( 3008)	tdg q[9]
Gate( 3009)	tdg q[5]
Gate( 3010)	 t q[8]
Gate( 3011)	cx q[8], q[5]
Gate( 3012)	cx q[9], q[8]
Gate( 3013)	cx q[5], q[9]
Gate( 3014)	 h q[8]
Gate( 3015)	 x q[5]
Gate( 3016)	 x q[3]
Gate( 3017)	 h q[1]
Gate( 3018)	 t q[3]
Gate( 3019)	 t q[8]
Gate( 3020)	 t q[1]
Gate( 3021)	cx q[8], q[3]
Gate( 3022)	cx q[1], q[8]
Gate( 3023)	cx q[3], q[1]
Gate( 3024)	tdg q[8]
Gate( 3025)	cx q[3], q[8]
Gate( 3026)	tdg q[3]
Gate( 3027)	tdg q[8]
Gate( 3028)	 t q[1]
Gate( 3029)	cx q[1], q[8]
Gate( 3030)	cx q[3], q[1]
Gate( 3031)	cx q[8], q[3]
Gate( 3032)	 h q[1]
Gate( 3033)	 h q[8]
Gate( 3034)	 t q[4]
Gate( 3035)	 t q[7]
Gate( 3036)	 t q[8]
Gate( 3037)	cx q[7], q[4]
Gate( 3038)	cx q[8], q[7]
Gate( 3039)	cx q[4], q[8]
Gate( 3040)	tdg q[7]
Gate( 3041)	cx q[4], q[7]
Gate( 3042)	tdg q[4]
Gate( 3043)	tdg q[7]
Gate( 3044)	 t q[8]
Gate( 3045)	cx q[8], q[7]
Gate( 3046)	cx q[4], q[8]
Gate( 3047)	cx q[7], q[4]
Gate( 3048)	 h q[8]
Gate( 3049)	 h q[7]
Gate( 3050)	 t q[5]
Gate( 3051)	 t q[2]
Gate( 3052)	 t q[7]
Gate( 3053)	cx q[2], q[5]
Gate( 3054)	cx q[7], q[2]
Gate( 3055)	cx q[5], q[7]
Gate( 3056)	tdg q[2]
Gate( 3057)	cx q[5], q[2]
Gate( 3058)	tdg q[5]
Gate( 3059)	tdg q[2]
Gate( 3060)	 t q[7]
Gate( 3061)	cx q[7], q[2]
Gate( 3062)	cx q[5], q[7]
Gate( 3063)	cx q[2], q[5]
Gate( 3064)	 h q[7]
Gate( 3065)	 h q[2]
Gate( 3066)	 t q[9]
Gate( 3067)	 t q[6]
Gate( 3068)	 t q[2]
Gate( 3069)	cx q[6], q[9]
Gate( 3070)	cx q[2], q[6]
Gate( 3071)	cx q[9], q[2]
Gate( 3072)	tdg q[6]
Gate( 3073)	cx q[9], q[6]
Gate( 3074)	tdg q[9]
Gate( 3075)	tdg q[6]
Gate( 3076)	 t q[2]
Gate( 3077)	cx q[2], q[6]
Gate( 3078)	cx q[9], q[2]
Gate( 3079)	cx q[6], q[9]
Gate( 3080)	 h q[2]
Gate( 3081)	 h q[7]
Gate( 3082)	 t q[5]
Gate( 3083)	 t q[2]
Gate( 3084)	 t q[7]
Gate( 3085)	cx q[2], q[5]
Gate( 3086)	cx q[7], q[2]
Gate( 3087)	cx q[5], q[7]
Gate( 3088)	tdg q[2]
Gate( 3089)	cx q[5], q[2]
Gate( 3090)	tdg q[5]
Gate( 3091)	tdg q[2]
Gate( 3092)	 t q[7]
Gate( 3093)	cx q[7], q[2]
Gate( 3094)	cx q[5], q[7]
Gate( 3095)	cx q[2], q[5]
Gate( 3096)	 h q[7]
Gate( 3097)	 h q[8]
Gate( 3098)	 t q[4]
Gate( 3099)	 t q[7]
Gate( 3100)	 t q[8]
Gate( 3101)	cx q[7], q[4]
Gate( 3102)	cx q[8], q[7]
Gate( 3103)	cx q[4], q[8]
Gate( 3104)	tdg q[7]
Gate( 3105)	cx q[4], q[7]
Gate( 3106)	tdg q[4]
Gate( 3107)	tdg q[7]
Gate( 3108)	 t q[8]
Gate( 3109)	cx q[8], q[7]
Gate( 3110)	cx q[4], q[8]
Gate( 3111)	cx q[7], q[4]
Gate( 3112)	 h q[8]
Gate( 3113)	 h q[1]
Gate( 3114)	 t q[3]
Gate( 3115)	 t q[8]
Gate( 3116)	 t q[1]
Gate( 3117)	cx q[8], q[3]
Gate( 3118)	cx q[1], q[8]
Gate( 3119)	cx q[3], q[1]
Gate( 3120)	tdg q[8]
Gate( 3121)	cx q[3], q[8]
Gate( 3122)	tdg q[3]
Gate( 3123)	tdg q[8]
Gate( 3124)	 t q[1]
Gate( 3125)	cx q[1], q[8]
Gate( 3126)	cx q[3], q[1]
Gate( 3127)	cx q[8], q[3]
Gate( 3128)	 h q[1]
Gate( 3129)	 h q[8]
Gate( 3130)	 t q[4]
Gate( 3131)	 t q[7]
Gate( 3132)	 t q[8]
Gate( 3133)	cx q[7], q[4]
Gate( 3134)	cx q[8], q[7]
Gate( 3135)	cx q[4], q[8]
Gate( 3136)	tdg q[7]
Gate( 3137)	cx q[4], q[7]
Gate( 3138)	tdg q[4]
Gate( 3139)	tdg q[7]
Gate( 3140)	 t q[8]
Gate( 3141)	cx q[8], q[7]
Gate( 3142)	cx q[4], q[8]
Gate( 3143)	cx q[7], q[4]
Gate( 3144)	 h q[8]
Gate( 3145)	 h q[7]
Gate( 3146)	 t q[5]
Gate( 3147)	 t q[2]
Gate( 3148)	 t q[7]
Gate( 3149)	cx q[2], q[5]
Gate( 3150)	cx q[7], q[2]
Gate( 3151)	cx q[5], q[7]
Gate( 3152)	tdg q[2]
Gate( 3153)	cx q[5], q[2]
Gate( 3154)	tdg q[5]
Gate( 3155)	tdg q[2]
Gate( 3156)	 t q[7]
Gate( 3157)	cx q[7], q[2]
Gate( 3158)	cx q[5], q[7]
Gate( 3159)	cx q[2], q[5]
Gate( 3160)	 h q[7]
Gate( 3161)	 h q[2]
Gate( 3162)	 t q[9]
Gate( 3163)	 t q[6]
Gate( 3164)	 t q[2]
Gate( 3165)	cx q[6], q[9]
Gate( 3166)	cx q[2], q[6]
Gate( 3167)	cx q[9], q[2]
Gate( 3168)	tdg q[6]
Gate( 3169)	cx q[9], q[6]
Gate( 3170)	tdg q[9]
Gate( 3171)	tdg q[6]
Gate( 3172)	 t q[2]
Gate( 3173)	cx q[2], q[6]
Gate( 3174)	cx q[9], q[2]
Gate( 3175)	cx q[6], q[9]
Gate( 3176)	 h q[2]
Gate( 3177)	 h q[7]
Gate( 3178)	 t q[5]
Gate( 3179)	 t q[2]
Gate( 3180)	 t q[7]
Gate( 3181)	cx q[2], q[5]
Gate( 3182)	cx q[7], q[2]
Gate( 3183)	cx q[5], q[7]
Gate( 3184)	tdg q[2]
Gate( 3185)	cx q[5], q[2]
Gate( 3186)	tdg q[5]
Gate( 3187)	tdg q[2]
Gate( 3188)	 t q[7]
Gate( 3189)	cx q[7], q[2]
Gate( 3190)	cx q[5], q[7]
Gate( 3191)	cx q[2], q[5]
Gate( 3192)	 h q[7]
Gate( 3193)	 h q[8]
Gate( 3194)	 t q[4]
Gate( 3195)	 t q[7]
Gate( 3196)	 t q[8]
Gate( 3197)	cx q[7], q[4]
Gate( 3198)	cx q[8], q[7]
Gate( 3199)	cx q[4], q[8]
Gate( 3200)	tdg q[7]
Gate( 3201)	cx q[4], q[7]
Gate( 3202)	tdg q[4]
Gate( 3203)	tdg q[7]
Gate( 3204)	 t q[8]
Gate( 3205)	cx q[8], q[7]
Gate( 3206)	cx q[4], q[8]
Gate( 3207)	cx q[7], q[4]
Gate( 3208)	 h q[8]
Gate( 3209)	 x q[9]
Gate( 3210)	 x q[4]
Gate( 3211)	 x q[8]
Gate( 3212)	 h q[2]
Gate( 3213)	 t q[5]
Gate( 3214)	 t q[7]
Gate( 3215)	 t q[2]
Gate( 3216)	cx q[7], q[5]
Gate( 3217)	cx q[2], q[7]
Gate( 3218)	cx q[5], q[2]
Gate( 3219)	tdg q[7]
Gate( 3220)	cx q[5], q[7]
Gate( 3221)	tdg q[5]
Gate( 3222)	tdg q[7]
Gate( 3223)	 t q[2]
Gate( 3224)	cx q[2], q[7]
Gate( 3225)	cx q[5], q[2]
Gate( 3226)	cx q[7], q[5]
Gate( 3227)	 h q[2]
Gate( 3228)	 h q[7]
Gate( 3229)	 t q[6]
Gate( 3230)	 t q[4]
Gate( 3231)	 t q[7]
Gate( 3232)	cx q[4], q[6]
Gate( 3233)	cx q[7], q[4]
Gate( 3234)	cx q[6], q[7]
Gate( 3235)	tdg q[4]
Gate( 3236)	cx q[6], q[4]
Gate( 3237)	tdg q[6]
Gate( 3238)	tdg q[4]
Gate( 3239)	 t q[7]
Gate( 3240)	cx q[7], q[4]
Gate( 3241)	cx q[6], q[7]
Gate( 3242)	cx q[4], q[6]
Gate( 3243)	 h q[7]
Gate( 3244)	 h q[4]
Gate( 3245)	 t q[9]
Gate( 3246)	 t q[8]
Gate( 3247)	 t q[4]
Gate( 3248)	cx q[8], q[9]
Gate( 3249)	cx q[4], q[8]
Gate( 3250)	cx q[9], q[4]
Gate( 3251)	tdg q[8]
Gate( 3252)	cx q[9], q[8]
Gate( 3253)	tdg q[9]
Gate( 3254)	tdg q[8]
Gate( 3255)	 t q[4]
Gate( 3256)	cx q[4], q[8]
Gate( 3257)	cx q[9], q[4]
Gate( 3258)	cx q[8], q[9]
Gate( 3259)	 h q[4]
Gate( 3260)	 h q[7]
Gate( 3261)	 t q[6]
Gate( 3262)	 t q[4]
Gate( 3263)	 t q[7]
Gate( 3264)	cx q[4], q[6]
Gate( 3265)	cx q[7], q[4]
Gate( 3266)	cx q[6], q[7]
Gate( 3267)	tdg q[4]
Gate( 3268)	cx q[6], q[4]
Gate( 3269)	tdg q[6]
Gate( 3270)	tdg q[4]
Gate( 3271)	 t q[7]
Gate( 3272)	cx q[7], q[4]
Gate( 3273)	cx q[6], q[7]
Gate( 3274)	cx q[4], q[6]
Gate( 3275)	 h q[7]
Gate( 3276)	 h q[2]
Gate( 3277)	 t q[5]
Gate( 3278)	 t q[7]
Gate( 3279)	 t q[2]
Gate( 3280)	cx q[7], q[5]
Gate( 3281)	cx q[2], q[7]
Gate( 3282)	cx q[5], q[2]
Gate( 3283)	tdg q[7]
Gate( 3284)	cx q[5], q[7]
Gate( 3285)	tdg q[5]
Gate( 3286)	tdg q[7]
Gate( 3287)	 t q[2]
Gate( 3288)	cx q[2], q[7]
Gate( 3289)	cx q[5], q[2]
Gate( 3290)	cx q[7], q[5]
Gate( 3291)	 h q[2]
Gate( 3292)	 h q[7]
Gate( 3293)	 t q[6]
Gate( 3294)	 t q[4]
Gate( 3295)	 t q[7]
Gate( 3296)	cx q[4], q[6]
Gate( 3297)	cx q[7], q[4]
Gate( 3298)	cx q[6], q[7]
Gate( 3299)	tdg q[4]
Gate( 3300)	cx q[6], q[4]
Gate( 3301)	tdg q[6]
Gate( 3302)	tdg q[4]
Gate( 3303)	 t q[7]
Gate( 3304)	cx q[7], q[4]
Gate( 3305)	cx q[6], q[7]
Gate( 3306)	cx q[4], q[6]
Gate( 3307)	 h q[7]
Gate( 3308)	 h q[4]
Gate( 3309)	 t q[9]
Gate( 3310)	 t q[8]
Gate( 3311)	 t q[4]
Gate( 3312)	cx q[8], q[9]
Gate( 3313)	cx q[4], q[8]
Gate( 3314)	cx q[9], q[4]
Gate( 3315)	tdg q[8]
Gate( 3316)	cx q[9], q[8]
Gate( 3317)	tdg q[9]
Gate( 3318)	tdg q[8]
Gate( 3319)	 t q[4]
Gate( 3320)	cx q[4], q[8]
Gate( 3321)	cx q[9], q[4]
Gate( 3322)	cx q[8], q[9]
Gate( 3323)	 h q[4]
Gate( 3324)	 h q[7]
Gate( 3325)	 t q[6]
Gate( 3326)	 t q[4]
Gate( 3327)	 t q[7]
Gate( 3328)	cx q[4], q[6]
Gate( 3329)	cx q[7], q[4]
Gate( 3330)	cx q[6], q[7]
Gate( 3331)	tdg q[4]
Gate( 3332)	cx q[6], q[4]
Gate( 3333)	tdg q[6]
Gate( 3334)	tdg q[4]
Gate( 3335)	 t q[7]
Gate( 3336)	cx q[7], q[4]
Gate( 3337)	cx q[6], q[7]
Gate( 3338)	cx q[4], q[6]
Gate( 3339)	 h q[7]
Gate( 3340)	 h q[0]
Gate( 3341)	 t q[5]
Gate( 3342)	 t q[7]
Gate( 3343)	 t q[0]
Gate( 3344)	cx q[7], q[5]
Gate( 3345)	cx q[0], q[7]
Gate( 3346)	cx q[5], q[0]
Gate( 3347)	tdg q[7]
Gate( 3348)	cx q[5], q[7]
Gate( 3349)	tdg q[5]
Gate( 3350)	tdg q[7]
Gate( 3351)	 t q[0]
Gate( 3352)	cx q[0], q[7]
Gate( 3353)	cx q[5], q[0]
Gate( 3354)	cx q[7], q[5]
Gate( 3355)	 h q[0]
Gate( 3356)	 h q[7]
Gate( 3357)	 t q[6]
Gate( 3358)	 t q[4]
Gate( 3359)	 t q[7]
Gate( 3360)	cx q[4], q[6]
Gate( 3361)	cx q[7], q[4]
Gate( 3362)	cx q[6], q[7]
Gate( 3363)	tdg q[4]
Gate( 3364)	cx q[6], q[4]
Gate( 3365)	tdg q[6]
Gate( 3366)	tdg q[4]
Gate( 3367)	 t q[7]
Gate( 3368)	cx q[7], q[4]
Gate( 3369)	cx q[6], q[7]
Gate( 3370)	cx q[4], q[6]
Gate( 3371)	 h q[7]
Gate( 3372)	 h q[4]
Gate( 3373)	 t q[9]
Gate( 3374)	 t q[8]
Gate( 3375)	 t q[4]
Gate( 3376)	cx q[8], q[9]
Gate( 3377)	cx q[4], q[8]
Gate( 3378)	cx q[9], q[4]
Gate( 3379)	tdg q[8]
Gate( 3380)	cx q[9], q[8]
Gate( 3381)	tdg q[9]
Gate( 3382)	tdg q[8]
Gate( 3383)	 t q[4]
Gate( 3384)	cx q[4], q[8]
Gate( 3385)	cx q[9], q[4]
Gate( 3386)	cx q[8], q[9]
Gate( 3387)	 h q[4]
Gate( 3388)	 h q[7]
Gate( 3389)	 t q[6]
Gate( 3390)	 t q[4]
Gate( 3391)	 t q[7]
Gate( 3392)	cx q[4], q[6]
Gate( 3393)	cx q[7], q[4]
Gate( 3394)	cx q[6], q[7]
Gate( 3395)	tdg q[4]
Gate( 3396)	cx q[6], q[4]
Gate( 3397)	tdg q[6]
Gate( 3398)	tdg q[4]
Gate( 3399)	 t q[7]
Gate( 3400)	cx q[7], q[4]
Gate( 3401)	cx q[6], q[7]
Gate( 3402)	cx q[4], q[6]
Gate( 3403)	 h q[7]
Gate( 3404)	 h q[0]
Gate( 3405)	 t q[5]
Gate( 3406)	 t q[7]
Gate( 3407)	 t q[0]
Gate( 3408)	cx q[7], q[5]
Gate( 3409)	cx q[0], q[7]
Gate( 3410)	cx q[5], q[0]
Gate( 3411)	tdg q[7]
Gate( 3412)	cx q[5], q[7]
Gate( 3413)	tdg q[5]
Gate( 3414)	tdg q[7]
Gate( 3415)	 t q[0]
Gate( 3416)	cx q[0], q[7]
Gate( 3417)	cx q[5], q[0]
Gate( 3418)	cx q[7], q[5]
Gate( 3419)	 h q[0]
Gate( 3420)	 h q[7]
Gate( 3421)	 t q[6]
Gate( 3422)	 t q[4]
Gate( 3423)	 t q[7]
Gate( 3424)	cx q[4], q[6]
Gate( 3425)	cx q[7], q[4]
Gate( 3426)	cx q[6], q[7]
Gate( 3427)	tdg q[4]
Gate( 3428)	cx q[6], q[4]
Gate( 3429)	tdg q[6]
Gate( 3430)	tdg q[4]
Gate( 3431)	 t q[7]
Gate( 3432)	cx q[7], q[4]
Gate( 3433)	cx q[6], q[7]
Gate( 3434)	cx q[4], q[6]
Gate( 3435)	 h q[7]
Gate( 3436)	 h q[4]
Gate( 3437)	 t q[9]
Gate( 3438)	 t q[8]
Gate( 3439)	 t q[4]
Gate( 3440)	cx q[8], q[9]
Gate( 3441)	cx q[4], q[8]
Gate( 3442)	cx q[9], q[4]
Gate( 3443)	tdg q[8]
Gate( 3444)	cx q[9], q[8]
Gate( 3445)	tdg q[9]
Gate( 3446)	tdg q[8]
Gate( 3447)	 t q[4]
Gate( 3448)	cx q[4], q[8]
Gate( 3449)	cx q[9], q[4]
Gate( 3450)	cx q[8], q[9]
Gate( 3451)	 h q[4]
Gate( 3452)	 h q[7]
Gate( 3453)	 t q[6]
Gate( 3454)	 t q[4]
Gate( 3455)	 t q[7]
Gate( 3456)	cx q[4], q[6]
Gate( 3457)	cx q[7], q[4]
Gate( 3458)	cx q[6], q[7]
Gate( 3459)	tdg q[4]
Gate( 3460)	cx q[6], q[4]
Gate( 3461)	tdg q[6]
Gate( 3462)	tdg q[4]
Gate( 3463)	 t q[7]
Gate( 3464)	cx q[7], q[4]
Gate( 3465)	cx q[6], q[7]
Gate( 3466)	cx q[4], q[6]
Gate( 3467)	 h q[7]
Gate( 3468)	 h q[0]
Gate( 3469)	 t q[6]
Gate( 3470)	 t q[7]
Gate( 3471)	 t q[0]
Gate( 3472)	cx q[7], q[6]
Gate( 3473)	cx q[0], q[7]
Gate( 3474)	cx q[6], q[0]
Gate( 3475)	tdg q[7]
Gate( 3476)	cx q[6], q[7]
Gate( 3477)	tdg q[6]
Gate( 3478)	tdg q[7]
Gate( 3479)	 t q[0]
Gate( 3480)	cx q[0], q[7]
Gate( 3481)	cx q[6], q[0]
Gate( 3482)	cx q[7], q[6]
Gate( 3483)	 h q[0]
Gate( 3484)	 h q[7]
Gate( 3485)	 t q[9]
Gate( 3486)	 t q[8]
Gate( 3487)	 t q[7]
Gate( 3488)	cx q[8], q[9]
Gate( 3489)	cx q[7], q[8]
Gate( 3490)	cx q[9], q[7]
Gate( 3491)	tdg q[8]
Gate( 3492)	cx q[9], q[8]
Gate( 3493)	tdg q[9]
Gate( 3494)	tdg q[8]
Gate( 3495)	 t q[7]
Gate( 3496)	cx q[7], q[8]
Gate( 3497)	cx q[9], q[7]
Gate( 3498)	cx q[8], q[9]
Gate( 3499)	 h q[7]
Gate( 3500)	 h q[0]
Gate( 3501)	 t q[6]
Gate( 3502)	 t q[7]
Gate( 3503)	 t q[0]
Gate( 3504)	cx q[7], q[6]
Gate( 3505)	cx q[0], q[7]
Gate( 3506)	cx q[6], q[0]
Gate( 3507)	tdg q[7]
Gate( 3508)	cx q[6], q[7]
Gate( 3509)	tdg q[6]
Gate( 3510)	tdg q[7]
Gate( 3511)	 t q[0]
Gate( 3512)	cx q[0], q[7]
Gate( 3513)	cx q[6], q[0]
Gate( 3514)	cx q[7], q[6]
Gate( 3515)	 h q[0]
Gate( 3516)	 h q[7]
Gate( 3517)	 t q[9]
Gate( 3518)	 t q[8]
Gate( 3519)	 t q[7]
Gate( 3520)	cx q[8], q[9]
Gate( 3521)	cx q[7], q[8]
Gate( 3522)	cx q[9], q[7]
Gate( 3523)	tdg q[8]
Gate( 3524)	cx q[9], q[8]
Gate( 3525)	tdg q[9]
Gate( 3526)	tdg q[8]
Gate( 3527)	 t q[7]
Gate( 3528)	cx q[7], q[8]
Gate( 3529)	cx q[9], q[7]
Gate( 3530)	cx q[8], q[9]
Gate( 3531)	 h q[7]
Gate( 3532)	 h q[2]
Gate( 3533)	 t q[0]
Gate( 3534)	 t q[9]
Gate( 3535)	 t q[2]
Gate( 3536)	cx q[9], q[0]
Gate( 3537)	cx q[2], q[9]
Gate( 3538)	cx q[0], q[2]
Gate( 3539)	tdg q[9]
Gate( 3540)	cx q[0], q[9]
Gate( 3541)	tdg q[0]
Gate( 3542)	tdg q[9]
Gate( 3543)	 t q[2]
Gate( 3544)	cx q[2], q[9]
Gate( 3545)	cx q[0], q[2]
Gate( 3546)	cx q[9], q[0]
Gate( 3547)	 h q[2]
Gate( 3548)	 h q[9]
Gate( 3549)	 t q[3]
Gate( 3550)	 t q[8]
Gate( 3551)	 t q[9]
Gate( 3552)	cx q[8], q[3]
Gate( 3553)	cx q[9], q[8]
Gate( 3554)	cx q[3], q[9]
Gate( 3555)	tdg q[8]
