
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	 h q[0]
Gate( 1959)	cx q[10], q[8]
Gate( 1960)	tdg q[10]
Gate( 1961)	cx q[8], q[11]
Gate( 1962)	cx q[10], q[11]
Gate( 1963)	tdg q[10]
Gate( 1964)	tdg q[11]
Gate( 1965)	 t q[8]
Gate( 1966)	cx q[10], q[8]
Gate( 1967)	 s q[10]
Gate( 1968)	cx q[8], q[11]
Gate( 1969)	cx q[11], q[10]
Gate( 1970)	 h q[8]
Gate( 1971)	 h q[9]
Gate( 1972)	tdg q[12]
Gate( 1973)	 t q[8]
Gate( 1974)	 t q[9]
Gate( 1975)	cx q[8], q[12]
Gate( 1976)	cx q[12], q[9]
Gate( 1977)	tdg q[12]
Gate( 1978)	cx q[9], q[8]
Gate( 1979)	cx q[12], q[8]
Gate( 1980)	tdg q[12]
Gate( 1981)	tdg q[8]
Gate( 1982)	 t q[9]
Gate( 1983)	cx q[12], q[9]
Gate( 1984)	 s q[12]
Gate( 1985)	cx q[9], q[8]
Gate( 1986)	cx q[8], q[12]
Gate( 1987)	 h q[9]
Gate( 1988)	 h q[0]
Gate( 1989)	tdg q[9]
Gate( 1990)	 t q[13]
Gate( 1991)	 t q[0]
Gate( 1992)	cx q[13], q[9]
Gate( 1993)	cx q[9], q[0]
Gate( 1994)	tdg q[9]
Gate( 1995)	cx q[0], q[13]
Gate( 1996)	cx q[9], q[13]
Gate( 1997)	tdg q[9]
Gate( 1998)	tdg q[13]
Gate( 1999)	 t q[0]
Gate( 2000)	cx q[9], q[0]
Gate( 2001)	 s q[9]
Gate( 2002)	cx q[0], q[13]
Gate( 2003)	cx q[13], q[9]
Gate( 2004)	 h q[0]
Gate( 2005)	 h q[13]
Gate( 2006)	tdg q[7]
Gate( 2007)	 t q[8]
Gate( 2008)	 t q[13]
Gate( 2009)	cx q[8], q[7]
Gate( 2010)	cx q[7], q[13]
Gate( 2011)	tdg q[7]
Gate( 2012)	cx q[13], q[8]
Gate( 2013)	cx q[7], q[8]
Gate( 2014)	tdg q[7]
Gate( 2015)	tdg q[8]
Gate( 2016)	 t q[13]
Gate( 2017)	cx q[7], q[13]
Gate( 2018)	 s q[7]
Gate( 2019)	cx q[13], q[8]
Gate( 2020)	cx q[8], q[7]
Gate( 2021)	 h q[13]
Gate( 2022)	 h q[0]
Gate( 2023)	tdg q[9]
Gate( 2024)	 t q[13]
Gate( 2025)	 t q[0]
Gate( 2026)	cx q[13], q[9]
Gate( 2027)	cx q[9], q[0]
Gate( 2028)	tdg q[9]
Gate( 2029)	cx q[0], q[13]
Gate( 2030)	cx q[9], q[13]
Gate( 2031)	tdg q[9]
Gate( 2032)	tdg q[13]
Gate( 2033)	 t q[0]
Gate( 2034)	cx q[9], q[0]
Gate( 2035)	 s q[9]
Gate( 2036)	cx q[0], q[13]
Gate( 2037)	cx q[13], q[9]
Gate( 2038)	 h q[0]
Gate( 2039)	 h q[13]
Gate( 2040)	tdg q[7]
Gate( 2041)	 t q[8]
Gate( 2042)	 t q[13]
Gate( 2043)	cx q[8], q[7]
Gate( 2044)	cx q[7], q[13]
Gate( 2045)	tdg q[7]
Gate( 2046)	cx q[13], q[8]
Gate( 2047)	cx q[7], q[8]
Gate( 2048)	tdg q[7]
Gate( 2049)	tdg q[8]
Gate( 2050)	 t q[13]
Gate( 2051)	cx q[7], q[13]
Gate( 2052)	 s q[7]
Gate( 2053)	cx q[13], q[8]
Gate( 2054)	cx q[8], q[7]
Gate( 2055)	 h q[13]
Gate( 2056)	 h q[13]
Gate( 2057)	tdg q[0]
Gate( 2058)	 t q[9]
Gate( 2059)	 t q[13]
Gate( 2060)	cx q[9], q[0]
Gate( 2061)	cx q[0], q[13]
Gate( 2062)	tdg q[0]
Gate( 2063)	cx q[13], q[9]
Gate( 2064)	cx q[0], q[9]
Gate( 2065)	tdg q[0]
Gate( 2066)	tdg q[9]
Gate( 2067)	 t q[13]
Gate( 2068)	cx q[0], q[13]
Gate( 2069)	 s q[0]
Gate( 2070)	cx q[13], q[9]
Gate( 2071)	cx q[9], q[0]
Gate( 2072)	 h q[13]
Gate( 2073)	 h q[9]
Gate( 2074)	tdg q[12]
Gate( 2075)	 t q[8]
Gate( 2076)	 t q[9]
Gate( 2077)	cx q[8], q[12]
Gate( 2078)	cx q[12], q[9]
Gate( 2079)	tdg q[12]
Gate( 2080)	cx q[9], q[8]
Gate( 2081)	cx q[12], q[8]
Gate( 2082)	tdg q[12]
Gate( 2083)	tdg q[8]
Gate( 2084)	 t q[9]
Gate( 2085)	cx q[12], q[9]
Gate( 2086)	 s q[12]
Gate( 2087)	cx q[9], q[8]
Gate( 2088)	cx q[8], q[12]
Gate( 2089)	 h q[9]
Gate( 2090)	 h q[8]
Gate( 2091)	tdg q[10]
Gate( 2092)	 t q[11]
Gate( 2093)	 t q[8]
Gate( 2094)	cx q[11], q[10]
Gate( 2095)	cx q[10], q[8]
Gate( 2096)	tdg q[10]
Gate( 2097)	cx q[8], q[11]
Gate( 2098)	cx q[10], q[11]
Gate( 2099)	tdg q[10]
Gate( 2100)	tdg q[11]
Gate( 2101)	 t q[8]
Gate( 2102)	cx q[10], q[8]
Gate( 2103)	 s q[10]
Gate( 2104)	cx q[8], q[11]
Gate( 2105)	cx q[11], q[10]
Gate( 2106)	 h q[8]
Gate( 2107)	 h q[9]
Gate( 2108)	tdg q[12]
Gate( 2109)	 t q[8]
Gate( 2110)	 t q[9]
Gate( 2111)	cx q[8], q[12]
Gate( 2112)	cx q[12], q[9]
Gate( 2113)	tdg q[12]
Gate( 2114)	cx q[9], q[8]
Gate( 2115)	cx q[12], q[8]
Gate( 2116)	tdg q[12]
Gate( 2117)	tdg q[8]
Gate( 2118)	 t q[9]
Gate( 2119)	cx q[12], q[9]
Gate( 2120)	 s q[12]
Gate( 2121)	cx q[9], q[8]
Gate( 2122)	cx q[8], q[12]
Gate( 2123)	 h q[9]
Gate( 2124)	 h q[13]
Gate( 2125)	tdg q[0]
Gate( 2126)	 t q[9]
Gate( 2127)	 t q[13]
Gate( 2128)	cx q[9], q[0]
Gate( 2129)	cx q[0], q[13]
Gate( 2130)	tdg q[0]
Gate( 2131)	cx q[13], q[9]
Gate( 2132)	cx q[0], q[9]
Gate( 2133)	tdg q[0]
Gate( 2134)	tdg q[9]
Gate( 2135)	 t q[13]
Gate( 2136)	cx q[0], q[13]
Gate( 2137)	 s q[0]
Gate( 2138)	cx q[13], q[9]
Gate( 2139)	cx q[9], q[0]
Gate( 2140)	 h q[13]
Gate( 2141)	 h q[9]
Gate( 2142)	tdg q[12]
Gate( 2143)	 t q[8]
Gate( 2144)	 t q[9]
Gate( 2145)	cx q[8], q[12]
Gate( 2146)	cx q[12], q[9]
Gate( 2147)	tdg q[12]
Gate( 2148)	cx q[9], q[8]
Gate( 2149)	cx q[12], q[8]
Gate( 2150)	tdg q[12]
Gate( 2151)	tdg q[8]
Gate( 2152)	 t q[9]
Gate( 2153)	cx q[12], q[9]
Gate( 2154)	 s q[12]
Gate( 2155)	cx q[9], q[8]
Gate( 2156)	cx q[8], q[12]
Gate( 2157)	 h q[9]
Gate( 2158)	 h q[8]
Gate( 2159)	tdg q[10]
Gate( 2160)	 t q[11]
Gate( 2161)	 t q[8]
Gate( 2162)	cx q[11], q[10]
Gate( 2163)	cx q[10], q[8]
Gate( 2164)	tdg q[10]
Gate( 2165)	cx q[8], q[11]
Gate( 2166)	cx q[10], q[11]
Gate( 2167)	tdg q[10]
Gate( 2168)	tdg q[11]
Gate( 2169)	 t q[8]
Gate( 2170)	cx q[10], q[8]
Gate( 2171)	 s q[10]
Gate( 2172)	cx q[8], q[11]
Gate( 2173)	cx q[11], q[10]
Gate( 2174)	 h q[8]
Gate( 2175)	 h q[9]
Gate( 2176)	tdg q[12]
Gate( 2177)	 t q[8]
Gate( 2178)	 t q[9]
Gate( 2179)	cx q[8], q[12]
Gate( 2180)	cx q[12], q[9]
Gate( 2181)	tdg q[12]
Gate( 2182)	cx q[9], q[8]
Gate( 2183)	cx q[12], q[8]
Gate( 2184)	tdg q[12]
Gate( 2185)	tdg q[8]
Gate( 2186)	 t q[9]
Gate( 2187)	cx q[12], q[9]
Gate( 2188)	 s q[12]
Gate( 2189)	cx q[9], q[8]
Gate( 2190)	cx q[8], q[12]
Gate( 2191)	 h q[9]
Gate( 2192)	 h q[13]
Gate( 2193)	 x q[7]
Gate( 2194)	 x q[9]
Gate( 2195)	 x q[10]
Gate( 2196)	 x q[11]
Gate( 2197)	 x q[12]
Gate( 2198)	 x q[13]
Gate( 2199)	cx q[7], q[0]
Gate( 2200)	cx q[9], q[1]
Gate( 2201)	cx q[11], q[2]
Gate( 2202)	cx q[13], q[3]
Gate( 2203)	cx q[8], q[4]
Gate( 2204)	cx q[9], q[4]
Gate( 2205)	cx q[10], q[5]
Gate( 2206)	cx q[11], q[5]
Gate( 2207)	cx q[12], q[6]
Gate( 2208)	cx q[13], q[6]
Gate( 2209)	 h q[0]
Gate( 2210)	 h q[1]
Gate( 2211)	 h q[2]
Gate( 2212)	 h q[3]
Gate( 2213)	 h q[4]
Gate( 2214)	 h q[5]
Gate( 2215)	 h q[6]
Gate( 2216)	 x q[0]
Gate( 2217)	 x q[1]
Gate( 2218)	 x q[2]
Gate( 2219)	 x q[3]
Gate( 2220)	 x q[4]
Gate( 2221)	 x q[5]
Gate( 2222)	 x q[6]
Gate( 2223)	 h q[6]
Gate( 2224)	 h q[14]
Gate( 2225)	tdg q[2]
Gate( 2226)	 t q[6]
Gate( 2227)	 t q[14]
Gate( 2228)	cx q[6], q[2]
Gate( 2229)	cx q[2], q[14]
Gate( 2230)	tdg q[2]
Gate( 2231)	cx q[14], q[6]
Gate( 2232)	cx q[2], q[6]
Gate( 2233)	tdg q[2]
Gate( 2234)	tdg q[6]
Gate( 2235)	 t q[14]
Gate( 2236)	cx q[2], q[14]
Gate( 2237)	 s q[2]
Gate( 2238)	cx q[14], q[6]
Gate( 2239)	cx q[6], q[2]
Gate( 2240)	 h q[14]
Gate( 2241)	 h q[6]
Gate( 2242)	tdg q[0]
Gate( 2243)	 t q[1]
Gate( 2244)	 t q[6]
Gate( 2245)	cx q[1], q[0]
Gate( 2246)	cx q[0], q[6]
Gate( 2247)	tdg q[0]
Gate( 2248)	cx q[6], q[1]
Gate( 2249)	cx q[0], q[1]
Gate( 2250)	tdg q[0]
Gate( 2251)	tdg q[1]
Gate( 2252)	 t q[6]
Gate( 2253)	cx q[0], q[6]
Gate( 2254)	 s q[0]
Gate( 2255)	cx q[6], q[1]
Gate( 2256)	cx q[1], q[0]
Gate( 2257)	 h q[6]
Gate( 2258)	 h q[14]
Gate( 2259)	tdg q[2]
Gate( 2260)	 t q[6]
Gate( 2261)	 t q[14]
Gate( 2262)	cx q[6], q[2]
Gate( 2263)	cx q[2], q[14]
Gate( 2264)	tdg q[2]
Gate( 2265)	cx q[14], q[6]
Gate( 2266)	cx q[2], q[6]
Gate( 2267)	tdg q[2]
Gate( 2268)	tdg q[6]
Gate( 2269)	 t q[14]
Gate( 2270)	cx q[2], q[14]
Gate( 2271)	 s q[2]
Gate( 2272)	cx q[14], q[6]
Gate( 2273)	cx q[6], q[2]
Gate( 2274)	 h q[14]
Gate( 2275)	 h q[6]
Gate( 2276)	tdg q[0]
Gate( 2277)	 t q[1]
Gate( 2278)	 t q[6]
Gate( 2279)	cx q[1], q[0]
Gate( 2280)	cx q[0], q[6]
Gate( 2281)	tdg q[0]
Gate( 2282)	cx q[6], q[1]
Gate( 2283)	cx q[0], q[1]
Gate( 2284)	tdg q[0]
Gate( 2285)	tdg q[1]
Gate( 2286)	 t q[6]
Gate( 2287)	cx q[0], q[6]
Gate( 2288)	 s q[0]
Gate( 2289)	cx q[6], q[1]
Gate( 2290)	cx q[1], q[0]
Gate( 2291)	 h q[6]
Gate( 2292)	 h q[6]
Gate( 2293)	tdg q[14]
Gate( 2294)	 t q[2]
Gate( 2295)	 t q[6]
Gate( 2296)	cx q[2], q[14]
Gate( 2297)	cx q[14], q[6]
Gate( 2298)	tdg q[14]
Gate( 2299)	cx q[6], q[2]
Gate( 2300)	cx q[14], q[2]
Gate( 2301)	tdg q[14]
Gate( 2302)	tdg q[2]
Gate( 2303)	 t q[6]
Gate( 2304)	cx q[14], q[6]
Gate( 2305)	 s q[14]
Gate( 2306)	cx q[6], q[2]
Gate( 2307)	cx q[2], q[14]
Gate( 2308)	 h q[6]
Gate( 2309)	 h q[2]
Gate( 2310)	tdg q[5]
Gate( 2311)	 t q[1]
Gate( 2312)	 t q[2]
Gate( 2313)	cx q[1], q[5]
Gate( 2314)	cx q[5], q[2]
Gate( 2315)	tdg q[5]
Gate( 2316)	cx q[2], q[1]
Gate( 2317)	cx q[5], q[1]
Gate( 2318)	tdg q[5]
Gate( 2319)	tdg q[1]
Gate( 2320)	 t q[2]
Gate( 2321)	cx q[5], q[2]
Gate( 2322)	 s q[5]
Gate( 2323)	cx q[2], q[1]
Gate( 2324)	cx q[1], q[5]
Gate( 2325)	 h q[2]
Gate( 2326)	 h q[1]
Gate( 2327)	tdg q[3]
Gate( 2328)	 t q[4]
Gate( 2329)	 t q[1]
Gate( 2330)	cx q[4], q[3]
Gate( 2331)	cx q[3], q[1]
Gate( 2332)	tdg q[3]
Gate( 2333)	cx q[1], q[4]
Gate( 2334)	cx q[3], q[4]
Gate( 2335)	tdg q[3]
Gate( 2336)	tdg q[4]
Gate( 2337)	 t q[1]
Gate( 2338)	cx q[3], q[1]
Gate( 2339)	 s q[3]
Gate( 2340)	cx q[1], q[4]
Gate( 2341)	cx q[4], q[3]
Gate( 2342)	 h q[1]
Gate( 2343)	 h q[2]
Gate( 2344)	tdg q[5]
Gate( 2345)	 t q[1]
Gate( 2346)	 t q[2]
Gate( 2347)	cx q[1], q[5]
Gate( 2348)	cx q[5], q[2]
Gate( 2349)	tdg q[5]
Gate( 2350)	cx q[2], q[1]
Gate( 2351)	cx q[5], q[1]
Gate( 2352)	tdg q[5]
Gate( 2353)	tdg q[1]
Gate( 2354)	 t q[2]
Gate( 2355)	cx q[5], q[2]
Gate( 2356)	 s q[5]
Gate( 2357)	cx q[2], q[1]
Gate( 2358)	cx q[1], q[5]
Gate( 2359)	 h q[2]
Gate( 2360)	 h q[6]
Gate( 2361)	tdg q[14]
Gate( 2362)	 t q[2]
Gate( 2363)	 t q[6]
Gate( 2364)	cx q[2], q[14]
Gate( 2365)	cx q[14], q[6]
Gate( 2366)	tdg q[14]
Gate( 2367)	cx q[6], q[2]
Gate( 2368)	cx q[14], q[2]
Gate( 2369)	tdg q[14]
Gate( 2370)	tdg q[2]
Gate( 2371)	 t q[6]
Gate( 2372)	cx q[14], q[6]
Gate( 2373)	 s q[14]
Gate( 2374)	cx q[6], q[2]
Gate( 2375)	cx q[2], q[14]
Gate( 2376)	 h q[6]
Gate( 2377)	 h q[2]
Gate( 2378)	tdg q[5]
Gate( 2379)	 t q[1]
Gate( 2380)	 t q[2]
Gate( 2381)	cx q[1], q[5]
Gate( 2382)	cx q[5], q[2]
Gate( 2383)	tdg q[5]
Gate( 2384)	cx q[2], q[1]
Gate( 2385)	cx q[5], q[1]
Gate( 2386)	tdg q[5]
Gate( 2387)	tdg q[1]
Gate( 2388)	 t q[2]
Gate( 2389)	cx q[5], q[2]
Gate( 2390)	 s q[5]
Gate( 2391)	cx q[2], q[1]
Gate( 2392)	cx q[1], q[5]
Gate( 2393)	 h q[2]
Gate( 2394)	 h q[1]
Gate( 2395)	tdg q[3]
Gate( 2396)	 t q[4]
Gate( 2397)	 t q[1]
Gate( 2398)	cx q[4], q[3]
Gate( 2399)	cx q[3], q[1]
Gate( 2400)	tdg q[3]
Gate( 2401)	cx q[1], q[4]
Gate( 2402)	cx q[3], q[4]
Gate( 2403)	tdg q[3]
Gate( 2404)	tdg q[4]
Gate( 2405)	 t q[1]
Gate( 2406)	cx q[3], q[1]
Gate( 2407)	 s q[3]
Gate( 2408)	cx q[1], q[4]
Gate( 2409)	cx q[4], q[3]
Gate( 2410)	 h q[1]
Gate( 2411)	 h q[2]
Gate( 2412)	tdg q[5]
Gate( 2413)	 t q[1]
Gate( 2414)	 t q[2]
Gate( 2415)	cx q[1], q[5]
Gate( 2416)	cx q[5], q[2]
Gate( 2417)	tdg q[5]
Gate( 2418)	cx q[2], q[1]
Gate( 2419)	cx q[5], q[1]
Gate( 2420)	tdg q[5]
Gate( 2421)	tdg q[1]
Gate( 2422)	 t q[2]
Gate( 2423)	cx q[5], q[2]
Gate( 2424)	 s q[5]
Gate( 2425)	cx q[2], q[1]
Gate( 2426)	cx q[1], q[5]
Gate( 2427)	 h q[2]
Gate( 2428)	 h q[14]
Gate( 2429)	tdg q[2]
Gate( 2430)	 t q[6]
Gate( 2431)	 t q[14]
Gate( 2432)	cx q[6], q[2]
Gate( 2433)	cx q[2], q[14]
Gate( 2434)	tdg q[2]
Gate( 2435)	cx q[14], q[6]
Gate( 2436)	cx q[2], q[6]
Gate( 2437)	tdg q[2]
Gate( 2438)	tdg q[6]
Gate( 2439)	 t q[14]
Gate( 2440)	cx q[2], q[14]
Gate( 2441)	 s q[2]
Gate( 2442)	cx q[14], q[6]
Gate( 2443)	cx q[6], q[2]
Gate( 2444)	 h q[14]
Gate( 2445)	 h q[6]
Gate( 2446)	tdg q[0]
Gate( 2447)	 t q[1]
Gate( 2448)	 t q[6]
Gate( 2449)	cx q[1], q[0]
Gate( 2450)	cx q[0], q[6]
Gate( 2451)	tdg q[0]
Gate( 2452)	cx q[6], q[1]
Gate( 2453)	cx q[0], q[1]
Gate( 2454)	tdg q[0]
Gate( 2455)	tdg q[1]
Gate( 2456)	 t q[6]
Gate( 2457)	cx q[0], q[6]
Gate( 2458)	 s q[0]
Gate( 2459)	cx q[6], q[1]
Gate( 2460)	cx q[1], q[0]
Gate( 2461)	 h q[6]
Gate( 2462)	 h q[14]
Gate( 2463)	tdg q[2]
Gate( 2464)	 t q[6]
Gate( 2465)	 t q[14]
Gate( 2466)	cx q[6], q[2]
Gate( 2467)	cx q[2], q[14]
Gate( 2468)	tdg q[2]
Gate( 2469)	cx q[14], q[6]
Gate( 2470)	cx q[2], q[6]
Gate( 2471)	tdg q[2]
Gate( 2472)	tdg q[6]
Gate( 2473)	 t q[14]
Gate( 2474)	cx q[2], q[14]
Gate( 2475)	 s q[2]
Gate( 2476)	cx q[14], q[6]
Gate( 2477)	cx q[6], q[2]
Gate( 2478)	 h q[14]
Gate( 2479)	 h q[6]
Gate( 2480)	tdg q[0]
Gate( 2481)	 t q[1]
Gate( 2482)	 t q[6]
Gate( 2483)	cx q[1], q[0]
Gate( 2484)	cx q[0], q[6]
Gate( 2485)	tdg q[0]
Gate( 2486)	cx q[6], q[1]
Gate( 2487)	cx q[0], q[1]
Gate( 2488)	tdg q[0]
Gate( 2489)	tdg q[1]
Gate( 2490)	 t q[6]
Gate( 2491)	cx q[0], q[6]
Gate( 2492)	 s q[0]
Gate( 2493)	cx q[6], q[1]
Gate( 2494)	cx q[1], q[0]
Gate( 2495)	 h q[6]
Gate( 2496)	 h q[6]
Gate( 2497)	tdg q[14]
Gate( 2498)	 t q[2]
Gate( 2499)	 t q[6]
Gate( 2500)	cx q[2], q[14]
Gate( 2501)	cx q[14], q[6]
Gate( 2502)	tdg q[14]
Gate( 2503)	cx q[6], q[2]
Gate( 2504)	cx q[14], q[2]
Gate( 2505)	tdg q[14]
Gate( 2506)	tdg q[2]
Gate( 2507)	 t q[6]
Gate( 2508)	cx q[14], q[6]
Gate( 2509)	 s q[14]
Gate( 2510)	cx q[6], q[2]
Gate( 2511)	cx q[2], q[14]
Gate( 2512)	 h q[6]
Gate( 2513)	 h q[2]
Gate( 2514)	tdg q[5]
Gate( 2515)	 t q[1]
Gate( 2516)	 t q[2]
Gate( 2517)	cx q[1], q[5]
Gate( 2518)	cx q[5], q[2]
Gate( 2519)	tdg q[5]
Gate( 2520)	cx q[2], q[1]
Gate( 2521)	cx q[5], q[1]
Gate( 2522)	tdg q[5]
Gate( 2523)	tdg q[1]
Gate( 2524)	 t q[2]
Gate( 2525)	cx q[5], q[2]
Gate( 2526)	 s q[5]
Gate( 2527)	cx q[2], q[1]
Gate( 2528)	cx q[1], q[5]
Gate( 2529)	 h q[2]
Gate( 2530)	 h q[1]
Gate( 2531)	tdg q[3]
Gate( 2532)	 t q[4]
Gate( 2533)	 t q[1]
Gate( 2534)	cx q[4], q[3]
Gate( 2535)	cx q[3], q[1]
Gate( 2536)	tdg q[3]
Gate( 2537)	cx q[1], q[4]
Gate( 2538)	cx q[3], q[4]
Gate( 2539)	tdg q[3]
Gate( 2540)	tdg q[4]
Gate( 2541)	 t q[1]
Gate( 2542)	cx q[3], q[1]
Gate( 2543)	 s q[3]
Gate( 2544)	cx q[1], q[4]
Gate( 2545)	cx q[4], q[3]
Gate( 2546)	 h q[1]
Gate( 2547)	 h q[2]
Gate( 2548)	tdg q[5]
Gate( 2549)	 t q[1]
Gate( 2550)	 t q[2]
Gate( 2551)	cx q[1], q[5]
Gate( 2552)	cx q[5], q[2]
Gate( 2553)	tdg q[5]
Gate( 2554)	cx q[2], q[1]
Gate( 2555)	cx q[5], q[1]
Gate( 2556)	tdg q[5]
Gate( 2557)	tdg q[1]
Gate( 2558)	 t q[2]
Gate( 2559)	cx q[5], q[2]
Gate( 2560)	 s q[5]
Gate( 2561)	cx q[2], q[1]
Gate( 2562)	cx q[1], q[5]
Gate( 2563)	 h q[2]
Gate( 2564)	 h q[6]
Gate( 2565)	tdg q[14]
Gate( 2566)	 t q[2]
Gate( 2567)	 t q[6]
Gate( 2568)	cx q[2], q[14]
Gate( 2569)	cx q[14], q[6]
Gate( 2570)	tdg q[14]
Gate( 2571)	cx q[6], q[2]
Gate( 2572)	cx q[14], q[2]
Gate( 2573)	tdg q[14]
Gate( 2574)	tdg q[2]
Gate( 2575)	 t q[6]
Gate( 2576)	cx q[14], q[6]
Gate( 2577)	 s q[14]
Gate( 2578)	cx q[6], q[2]
Gate( 2579)	cx q[2], q[14]
Gate( 2580)	 h q[6]
Gate( 2581)	 h q[2]
Gate( 2582)	tdg q[5]
Gate( 2583)	 t q[1]
Gate( 2584)	 t q[2]
Gate( 2585)	cx q[1], q[5]
Gate( 2586)	cx q[5], q[2]
Gate( 2587)	tdg q[5]
Gate( 2588)	cx q[2], q[1]
Gate( 2589)	cx q[5], q[1]
Gate( 2590)	tdg q[5]
Gate( 2591)	tdg q[1]
Gate( 2592)	 t q[2]
Gate( 2593)	cx q[5], q[2]
Gate( 2594)	 s q[5]
Gate( 2595)	cx q[2], q[1]
Gate( 2596)	cx q[1], q[5]
Gate( 2597)	 h q[2]
Gate( 2598)	 h q[1]
Gate( 2599)	tdg q[3]
Gate( 2600)	 t q[4]
Gate( 2601)	 t q[1]
Gate( 2602)	cx q[4], q[3]
Gate( 2603)	cx q[3], q[1]
Gate( 2604)	tdg q[3]
Gate( 2605)	cx q[1], q[4]
Gate( 2606)	cx q[3], q[4]
Gate( 2607)	tdg q[3]
Gate( 2608)	tdg q[4]
Gate( 2609)	 t q[1]
Gate( 2610)	cx q[3], q[1]
Gate( 2611)	 s q[3]
Gate( 2612)	cx q[1], q[4]
Gate( 2613)	cx q[4], q[3]
Gate( 2614)	 h q[1]
Gate( 2615)	 h q[2]
Gate( 2616)	tdg q[5]
Gate( 2617)	 t q[1]
Gate( 2618)	 t q[2]
Gate( 2619)	cx q[1], q[5]
Gate( 2620)	cx q[5], q[2]
Gate( 2621)	tdg q[5]
Gate( 2622)	cx q[2], q[1]
Gate( 2623)	cx q[5], q[1]
Gate( 2624)	tdg q[5]
Gate( 2625)	tdg q[1]
Gate( 2626)	 t q[2]
Gate( 2627)	cx q[5], q[2]
Gate( 2628)	 s q[5]
Gate( 2629)	cx q[2], q[1]
Gate( 2630)	cx q[1], q[5]
Gate( 2631)	 h q[2]
Gate( 2632)	 h q[6]
Gate( 2633)	 x q[0]
Gate( 2634)	 x q[1]
Gate( 2635)	 x q[2]
Gate( 2636)	 x q[3]
Gate( 2637)	 x q[4]
Gate( 2638)	 x q[5]
Gate( 2639)	 x q[6]
Gate( 2640)	 h q[0]
Gate( 2641)	 h q[1]
Gate( 2642)	 h q[2]
Gate( 2643)	 h q[3]
Gate( 2644)	 h q[4]
Gate( 2645)	 h q[5]
Gate( 2646)	 h q[6]
Gate( 2647)	cx q[7], q[0]
Gate( 2648)	cx q[9], q[1]
Gate( 2649)	cx q[11], q[2]
Gate( 2650)	cx q[13], q[3]
Gate( 2651)	cx q[8], q[4]
Gate( 2652)	cx q[9], q[4]
Gate( 2653)	cx q[10], q[5]
Gate( 2654)	cx q[11], q[5]
Gate( 2655)	cx q[12], q[6]
Gate( 2656)	cx q[13], q[6]
Gate( 2657)	 x q[7]
Gate( 2658)	 x q[9]
Gate( 2659)	 x q[10]
Gate( 2660)	 x q[11]
Gate( 2661)	 x q[12]
Gate( 2662)	 x q[13]
Gate( 2663)	 h q[13]
Gate( 2664)	 h q[0]
Gate( 2665)	tdg q[9]
Gate( 2666)	 t q[13]
Gate( 2667)	 t q[0]
Gate( 2668)	cx q[13], q[9]
Gate( 2669)	cx q[9], q[0]
Gate( 2670)	tdg q[9]
Gate( 2671)	cx q[0], q[13]
Gate( 2672)	cx q[9], q[13]
Gate( 2673)	tdg q[9]
Gate( 2674)	tdg q[13]
Gate( 2675)	 t q[0]
Gate( 2676)	cx q[9], q[0]
Gate( 2677)	 s q[9]
Gate( 2678)	cx q[0], q[13]
Gate( 2679)	cx q[13], q[9]
Gate( 2680)	 h q[0]
Gate( 2681)	 h q[13]
Gate( 2682)	tdg q[7]
Gate( 2683)	 t q[8]
Gate( 2684)	 t q[13]
Gate( 2685)	cx q[8], q[7]
Gate( 2686)	cx q[7], q[13]
Gate( 2687)	tdg q[7]
Gate( 2688)	cx q[13], q[8]
Gate( 2689)	cx q[7], q[8]
Gate( 2690)	tdg q[7]
Gate( 2691)	tdg q[8]
Gate( 2692)	 t q[13]
Gate( 2693)	cx q[7], q[13]
Gate( 2694)	 s q[7]
Gate( 2695)	cx q[13], q[8]
Gate( 2696)	cx q[8], q[7]
Gate( 2697)	 h q[13]
Gate( 2698)	 h q[0]
Gate( 2699)	tdg q[9]
Gate( 2700)	 t q[13]
Gate( 2701)	 t q[0]
Gate( 2702)	cx q[13], q[9]
Gate( 2703)	cx q[9], q[0]
Gate( 2704)	tdg q[9]
Gate( 2705)	cx q[0], q[13]
Gate( 2706)	cx q[9], q[13]
Gate( 2707)	tdg q[9]
Gate( 2708)	tdg q[13]
Gate( 2709)	 t q[0]
Gate( 2710)	cx q[9], q[0]
Gate( 2711)	 s q[9]
Gate( 2712)	cx q[0], q[13]
Gate( 2713)	cx q[13], q[9]
Gate( 2714)	 h q[0]
Gate( 2715)	 h q[13]
Gate( 2716)	tdg q[7]
Gate( 2717)	 t q[8]
Gate( 2718)	 t q[13]
Gate( 2719)	cx q[8], q[7]
Gate( 2720)	cx q[7], q[13]
Gate( 2721)	tdg q[7]
Gate( 2722)	cx q[13], q[8]
Gate( 2723)	cx q[7], q[8]
Gate( 2724)	tdg q[7]
Gate( 2725)	tdg q[8]
Gate( 2726)	 t q[13]
Gate( 2727)	cx q[7], q[13]
Gate( 2728)	 s q[7]
Gate( 2729)	cx q[13], q[8]
Gate( 2730)	cx q[8], q[7]
Gate( 2731)	 h q[13]
Gate( 2732)	 h q[13]
Gate( 2733)	tdg q[0]
Gate( 2734)	 t q[9]
Gate( 2735)	 t q[13]
Gate( 2736)	cx q[9], q[0]
Gate( 2737)	cx q[0], q[13]
Gate( 2738)	tdg q[0]
Gate( 2739)	cx q[13], q[9]
